"name","Rk","Nation","Pos","Squad","Comp","Age","Born","MP","Starts","Min","X90s","Gls","Ast","G.A","G.PK","PK","PKatt","CrdY","CrdR","xG","npxG","xAG","npxG.xAG","PrgC","PrgP","PrgR","G.A.PK","xG.xAG","Rk_stats_shooting","Nation_stats_shooting","Pos_stats_shooting","Comp_stats_shooting","Age_stats_shooting","Born_stats_shooting","X90s_stats_shooting","Gls_stats_shooting","Sh","SoT","SoT.","Sh.90","SoT.90","G.Sh","G.SoT","Dist","FK","PK_stats_shooting","PKatt_stats_shooting","xG_stats_shooting","npxG_stats_shooting","npxG.Sh","G.xG","np.G.xG","Rk_stats_passing","Nation_stats_passing","Pos_stats_passing","Comp_stats_passing","Age_stats_passing","Born_stats_passing","X90s_stats_passing","Cmp","Att","Cmp.","TotDist","PrgDist","Ast_stats_passing","xAG_stats_passing","xA","A.xAG","KP","X1.3","PPA","CrsPA","PrgP_stats_passing","Rk_stats_passing_types","Nation_stats_passing_types","Pos_stats_passing_types","Comp_stats_passing_types","Age_stats_passing_types","Born_stats_passing_types","X90s_stats_passing_types","Att_stats_passing_types","Live","Dead","FK_stats_passing_types","TB","Sw","Crs","TI","CK","In","Out","Str","Cmp_stats_passing_types","Off","Blocks","Rk_stats_gca","Nation_stats_gca","Pos_stats_gca","Comp_stats_gca","Age_stats_gca","Born_stats_gca","X90s_stats_gca","SCA","SCA90","PassLive","PassDead","TO","Sh_stats_gca","Fld","Def","GCA","GCA90","Rk_stats_defense","Nation_stats_defense","Pos_stats_defense","Comp_stats_defense","Age_stats_defense","Born_stats_defense","X90s_stats_defense","Tkl","TklW","Def.3rd","Mid.3rd","Att.3rd","Att_stats_defense","Tkl.","Lost","Blocks_stats_defense","Sh_stats_defense","Pass","Int","Tkl.Int","Clr","Err","Rk_stats_possession","Nation_stats_possession","Pos_stats_possession","Comp_stats_possession","Age_stats_possession","Born_stats_possession","X90s_stats_possession","Touches","Def.Pen","Def.3rd_stats_possession","Mid.3rd_stats_possession","Att.3rd_stats_possession","Att.Pen","Live_stats_possession","Att_stats_possession","Succ","Succ.","Tkld","Tkld.","Carries","TotDist_stats_possession","PrgDist_stats_possession","PrgC_stats_possession","X1.3_stats_possession","CPA","Mis","Dis","Rec","PrgR_stats_possession","Rk_stats_playing_time","Nation_stats_playing_time","Pos_stats_playing_time","Comp_stats_playing_time","Age_stats_playing_time","Born_stats_playing_time","MP_stats_playing_time","Min_stats_playing_time","Mn.MP","Min.","X90s_stats_playing_time","Starts_stats_playing_time","Mn.Start","Compl","Subs","Mn.Sub","unSub","PPM","onG","onGA","X...","X...90","On.Off","onxG","onxGA","xG...","xG...90","Rk_stats_misc","Nation_stats_misc","Pos_stats_misc","Comp_stats_misc","Age_stats_misc","Born_stats_misc","X90s_stats_misc","CrdY_stats_misc","CrdR_stats_misc","X2CrdY","Fls","Fld_stats_misc","Off_stats_misc","Crs_stats_misc","Int_stats_misc","TklW_stats_misc","PKwon","PKcon","OG","Recov","Won","Lost_stats_misc","Won.","Rk_stats_keeper","Nation_stats_keeper","Pos_stats_keeper","Comp_stats_keeper","Age_stats_keeper","Born_stats_keeper","MP_stats_keeper","Starts_stats_keeper","Min_stats_keeper","X90s_stats_keeper","GA","GA90","SoTA","Saves","Save.","W","D","L","CS","CS.","PKatt_stats_keeper","PKA","PKsv","PKm","Rk_stats_keeper_adv","Nation_stats_keeper_adv","Pos_stats_keeper_adv","Comp_stats_keeper_adv","Age_stats_keeper_adv","Born_stats_keeper_adv","X90s_stats_keeper_adv","GA_stats_keeper_adv","PKA_stats_keeper_adv","FK_stats_keeper_adv","CK_stats_keeper_adv","OG_stats_keeper_adv","PSxG","PSxG.SoT","PSxG...","X.90","Cmp_stats_keeper_adv","Att_stats_keeper_adv","Cmp._stats_keeper_adv","Att..GK.","Thr","Launch.","AvgLen","Opp","Stp","Stp.","X.OPA","X.OPA.90","AvgDist","player_id","player_slug","player_name","player_image_url","name_in_home_country","date_of_birth","place_of_birth","country_of_birth","height","citizenship","is_eu","position","main_position","foot","current_club_id","current_club_name","joined","contract_expires","outfitter","social_media_url","player_agent_id","player_agent_name","contract_option","date_of_last_contract_extension","on_loan_from_club_id","on_loan_from_club_name","contract_there_expires","second_club_url","second_club_name","third_club_url","third_club_name","fourth_club_url","fourth_club_name","date_of_death","date_unix","value","date"
"Kembo Diliwidi",732,"fr FRA","DF","Lens","fr Ligue 1",18,2006,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,732,"fr FRA","DF","fr Ligue 1",18,2006,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,732,"fr FRA","DF","fr Ligue 1",18,2006,0,2,3,66.7,36,22,0,0,0,0,0,1,1,0,1,732,"fr FRA","DF","fr Ligue 1",18,2006,0,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0,732,"fr FRA","DF","fr Ligue 1",18,2006,0,0,0,0,0,0,0,0,0,0,0,732,"fr FRA","DF","fr Ligue 1",18,2006,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,732,"fr FRA","DF","fr Ligue 1",18,2006,0,4,0,0,1,3,1,4,1,0,0,1,100,1,3,0,0,0,0,0,0,1,0,911,"fr FRA","DF","fr Ligue 1",18,2006,1,4,4,0.1,0,0,NA,0,1,4,1,0,0,0,0,0,-0.09,0,0,0,0.95,732,"fr FRA","DF","fr Ligue 1",18,2006,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160813,"kembo-diliwidi","Kembo Diliwidi (1160813)","https://img.a.transfermarkt.technology/portrait/header/1160813-1738585501.jpg","","2006-02-03","Beuvry","France",180,"France  DR Congo","True","Attack - Left Winger","Attack","right",7124,"Quevilly - Rouen Métropole","2025-08-16","2026-06-30","","http://www.instagram.com/kembo_diliwidi9/",NA,"","","",826,"RC Lens","2028-06-30","","","","","","","","2025-05-25",50000,2025-05-25
"Kelvin Amian",113,"fr FRA","DF","Nantes","fr Ligue 1",26,1998,30,23,2165,24.1,1,0,1,1,0,0,5,0,1,1,0.8,1.8,32,73,77,0.04,0.08,113,"fr FRA","DF","fr Ligue 1",26,1998,24.1,1,7,4,57.1,0.29,0.17,0.14,0.25,14.9,0,0,0,1,1,0.14,0,0,113,"fr FRA","DF","fr Ligue 1",26,1998,24.1,738,921,80.1,11821,5145,0,0.8,1.8,-0.8,13,60,24,12,73,113,"fr FRA","DF","fr Ligue 1",26,1998,24.1,921,719,200,14,4,1,37,184,0,0,0,0,738,2,24,113,"fr FRA","DF","fr Ligue 1",26,1998,24.1,38,1.58,26,7,1,1,2,1,1,0.04,113,"fr FRA","DF","fr Ligue 1",26,1998,24.1,55,31,40,14,1,35,82.9,6,18,11,7,13,68,85,0,113,"fr FRA","DF","fr Ligue 1",26,1998,24.1,1153,81,374,523,267,21,1153,22,13,59.1,8,36.4,544,2412,1208,32,27,1,20,12,637,77,142,"fr FRA","DF","fr Ligue 1",26,1998,30,2165,72,70.8,24.1,23,87,18,7,23,3,1.07,26,36,-10,-0.42,-0.11,25,41.3,-16.3,-0.68,113,"fr FRA","DF","fr Ligue 1",26,1998,24.1,5,0,0,23,11,1,37,13,31,0,0,0,54,21,21,50,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344072,"kelvin-amian","Kelvin Amian (344072)","https://img.a.transfermarkt.technology/portrait/header/344072-1638174640.jpg","Kelvin Amian Adou","1998-02-08","Toulouse","France",180,"France  Cote d'Ivoire","True","Defender - Right-Back","Defender","right",995,"FC Nantes","2024-01-25","2028-06-30","","http://twitter.com/KelvinAmian",NA,"","","",NA,"","","","","","","","","","2025-06-02",2500000,2025-06-02
"Keito Nakamura",1854,"jp JPN","FW","Reims","fr Ligue 1",24,2000,32,31,2649,29.4,11,2,13,11,0,0,5,0,9.1,9.1,2.9,12.1,90,82,197,0.44,0.41,1854,"jp JPN","FW,MF","fr Ligue 1",24,2000,29.4,11,84,32,38.1,2.85,1.09,0.13,0.34,16.8,1,0,0,9.1,9.1,0.11,1.9,1.9,1854,"jp JPN","FW,MF","fr Ligue 1",24,2000,29.4,575,775,74.2,8999,1919,2,2.9,3.4,-0.9,26,32,24,10,82,1854,"jp JPN","FW,MF","fr Ligue 1",24,2000,29.4,775,743,29,6,3,10,56,10,4,1,2,0,575,3,27,1854,"jp JPN","FW,MF","fr Ligue 1",24,2000,29.4,68,2.31,51,1,7,9,0,0,7,0.24,1854,"jp JPN","FW,MF","fr Ligue 1",24,2000,29.4,24,16,7,10,7,31,35.5,20,21,1,20,13,37,19,0,1854,"jp JPN","FW,MF","fr Ligue 1",24,2000,29.4,1110,28,179,391,554,129,1110,78,30,38.5,45,57.7,675,4372,2356,90,45,33,67,43,776,197,2284,"jp JPN","FW,MF","fr Ligue 1",24,2000,32,2649,83,86.6,29.4,31,85,17,1,18,0,1.03,28,36,-8,-0.27,1.04,33.4,47.7,-14.3,-0.49,1854,"jp JPN","FW,MF","fr Ligue 1",24,2000,29.4,5,0,0,29,8,10,56,13,16,0,0,0,116,7,14,33.3,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405397,"keito-nakamura","Keito Nakamura (405397)","https://img.a.transfermarkt.technology/portrait/header/405397-1723837290.png","中村 敬斗","2000-07-28","Abiko, Chiba","Japan",180,"Japan","False","Attack - Left Winger","Attack","right",1421,"Stade Reims","2023-08-10","2028-06-30","","http://www.instagram.com/nakamura.keito/",3278,"Classico","","",NA,"","","","","","","","","","2025-06-02",8e+06,2025-06-02
"Kazeem Olaigbe",1957,"be BEL","MF","Rennes","fr Ligue 1",21,2003,10,3,299,3.3,0,2,2,0,0,0,0,0,0.3,0.3,1.9,2.2,17,18,32,0.6,0.67,1957,"be BEL","MF,FW","fr Ligue 1",21,2003,3.3,0,6,2,33.3,1.81,0.6,0,0,21.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,1957,"be BEL","MF,FW","fr Ligue 1",21,2003,3.3,124,141,87.9,1749,319,2,1.9,1.5,0.1,15,2,8,2,18,1957,"be BEL","MF,FW","fr Ligue 1",21,2003,3.3,141,138,3,0,1,2,10,0,2,1,1,0,124,0,3,1957,"be BEL","MF,FW","fr Ligue 1",21,2003,3.3,25,7.53,21,1,2,1,0,0,4,1.2,1957,"be BEL","MF,FW","fr Ligue 1",21,2003,3.3,6,4,3,3,0,6,50,3,3,1,2,0,6,0,0,1957,"be BEL","MF,FW","fr Ligue 1",21,2003,3.3,176,2,16,69,94,15,176,22,13,59.1,9,40.9,111,816,474,17,6,9,3,5,140,32,2417,"be BEL","MF,FW","fr Ligue 1",21,2003,10,299,30,9.8,3.3,3,66,0,7,14,2,1.2,5,5,0,0,-0.03,6.1,5.9,0.2,0.05,1957,"be BEL","MF,FW","fr Ligue 1",21,2003,3.3,0,0,0,6,1,2,10,0,4,0,0,0,13,0,1,0,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565406,"kazeem-olaigbe","Kazeem Olaigbe (565406)","https://img.a.transfermarkt.technology/portrait/header/565406-1756306440.png","Kazeem Aderemi Olaigbe","2003-01-02","Brussel","Belgium",178,"Belgium  Nigeria","True","Attack - Left Winger","Attack","right",449,"Trabzonspor","2025-08-07","2030-06-30","","http://www.instagram.com/kazeem.olaigbe79/",NA,"","","",NA,"","","","","","","","","","2025-06-02",5e+06,2025-06-02
"Kassoum Ouattara",2005,"fr FRA","DF","Monaco","fr Ligue 1",19,2004,12,5,391,4.3,0,1,1,0,0,0,2,0,0.2,0.2,1.2,1.4,15,16,35,0.23,0.31,2005,"fr FRA","DF,FW","fr Ligue 1",19,2004,4.3,0,2,1,50,0.46,0.23,0,0,21.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2,2005,"fr FRA","DF,FW","fr Ligue 1",19,2004,4.3,172,217,79.3,2919,1053,1,1.2,1.3,-0.2,6,11,8,7,16,2005,"fr FRA","DF,FW","fr Ligue 1",19,2004,4.3,217,169,48,3,0,3,17,45,0,0,0,0,172,0,6,2005,"fr FRA","DF,FW","fr Ligue 1",19,2004,4.3,9,2.07,8,0,0,0,1,0,1,0.23,2005,"fr FRA","DF,FW","fr Ligue 1",19,2004,4.3,9,7,5,4,0,14,28.6,10,6,0,6,5,14,2,1,2005,"fr FRA","DF,FW","fr Ligue 1",19,2004,4.3,274,4,56,131,88,9,274,15,5,33.3,9,60,137,734,399,15,3,4,12,7,151,35,2474,"fr FRA","DF,FW","fr Ligue 1",19,2004,12,391,33,12.8,4.3,5,64,0,7,10,13,1.5,8,6,2,0.46,-0.21,6.9,6.6,0.3,0.06,2005,"fr FRA","DF,FW","fr Ligue 1",19,2004,4.3,2,0,0,10,2,0,17,5,7,0,0,0,27,4,8,33.3,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,947360,"kassoum-ouattara","Kassoum Ouattara (947360)","https://img.a.transfermarkt.technology/portrait/header/947360-1726834011.jpg","","2004-10-14","Paris","France",176,"France  Cote d'Ivoire","True","Defender - Left-Back","Defender","left",162,"AS Monaco","2023-11-01","2028-06-30","","http://instagram.com/ka_ssoum22",7710,"PREMIER'ART","","",NA,"","","","","","","","","","2025-06-02",7e+06,2025-06-02
"Karol Fila",905,"pl POL","MF","Strasbourg","fr Ligue 1",26,1998,1,0,5,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,905,"pl POL","MF","fr Ligue 1",26,1998,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,905,"pl POL","MF","fr Ligue 1",26,1998,0.1,2,4,50,18,0,0,0,0,0,0,0,0,0,0,905,"pl POL","MF","fr Ligue 1",26,1998,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1,905,"pl POL","MF","fr Ligue 1",26,1998,0.1,0,0,0,0,0,0,0,0,0,0,905,"pl POL","MF","fr Ligue 1",26,1998,0.1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,905,"pl POL","MF","fr Ligue 1",26,1998,0.1,4,0,2,2,0,0,4,0,0,NA,0,NA,1,1,1,0,0,0,0,0,2,0,1118,"pl POL","MF","fr Ligue 1",26,1998,1,5,5,0.2,0.1,0,NA,0,1,5,1,1,0,0,0,0,-0.35,0.2,0,0.2,4.06,905,"pl POL","MF","fr Ligue 1",26,1998,0.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385817,"karol-fila","Karol Fila (385817)","https://img.a.transfermarkt.technology/portrait/header/385817-1716940036.jpg","Karol Janusz Fila","1998-06-13","Gdańsk","Poland",183,"Poland","True","Defender - Right-Back","Defender","right",30974,"Wieczysta Krakow","2025-07-12","2027-06-30","","",969,"Fabryka Futbolu","Option for a further year","",NA,"","","","","","","","","","2025-06-11",6e+05,2025-06-11
"Karl-Johan Johnsson",1271,"se SWE","GK","Strasbourg","fr Ligue 1",34,1990,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1271,"se SWE","GK","fr Ligue 1",34,1990,3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1271,"se SWE","GK","fr Ligue 1",34,1990,3,107,129,82.9,2158,1272,0,0,0,0,0,0,0,0,0,1271,"se SWE","GK","fr Ligue 1",34,1990,3,129,118,11,4,0,0,0,0,0,0,0,0,107,0,0,1271,"se SWE","GK","fr Ligue 1",34,1990,3,0,0,0,0,0,0,0,0,0,0,1271,"se SWE","GK","fr Ligue 1",34,1990,3,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1271,"se SWE","GK","fr Ligue 1",34,1990,3,142,122,142,0,0,0,142,0,0,NA,0,NA,98,445,248,0,0,0,0,0,84,0,1575,"se SWE","GK","fr Ligue 1",34,1990,3,270,90,8.8,3,3,90,3,0,NA,31,1.33,7,6,1,0.33,-0.02,4.3,5.3,-1,-0.32,1271,"se SWE","GK","fr Ligue 1",34,1990,3,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,100,74,"se SWE","GK","fr Ligue 1",34,1990,3,3,270,3,6,2,22,16,77.3,1,1,1,0,0,1,1,0,0,74,"se SWE","GK","fr Ligue 1",34,1990,3,6,1,0,0,0,6.7,0.26,0.7,0.22,6,22,27.3,122,21,15.6,23.9,48,2,4.2,3,1,11.1,112822,"karl-johan-johnsson","Karl-Johan Johnsson (112822)","https://img.a.transfermarkt.technology/portrait/header/112822-1732486706.png","","1990-01-28","Ränneslöv","Sweden",188,"Sweden","True","Goalkeeper","Goalkeeper","right",667,"RC Strasbourg Alsace","2024-08-16","2026-06-30","","http://www.instagram.com/keeperkalle/",786,"Global Soccer ...","","",NA,"","","","","","","","","","2025-06-02",3e+05,2025-06-02
"Kandet Diawara",719,"gn GUI","FW","Le Havre","fr Ligue 1",24,2000,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719,"gn GUI","FW","fr Ligue 1",24,2000,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,719,"gn GUI","FW","fr Ligue 1",24,2000,0,1,2,50,6,0,0,0,0,0,0,0,0,0,0,719,"gn GUI","FW","fr Ligue 1",24,2000,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,719,"gn GUI","FW","fr Ligue 1",24,2000,0,0,0,0,0,0,0,0,0,0,0,719,"gn GUI","FW","fr Ligue 1",24,2000,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,1,0,719,"gn GUI","FW","fr Ligue 1",24,2000,0,4,0,1,3,0,0,4,0,0,NA,0,NA,2,2,0,0,0,0,0,2,2,0,898,"gn GUI","FW","fr Ligue 1",24,2000,1,4,4,0.1,0,0,NA,0,1,4,0,0,0,1,-1,-22.5,-21.62,0,0.8,-0.8,-17.74,719,"gn GUI","FW","fr Ligue 1",24,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575319,"kandet-diawara","Kandet Diawara (575319)","https://img.a.transfermarkt.technology/portrait/header/575319-1755095069.jpg","","2000-02-10","Lille","Guinea",180,"Guinea  France","True","Attack - Left Winger","Attack","right",187,"1.FC Magdeburg","2025-08-07","","","http://www.instagram.com/kandetdiawara.official/",NA,"Relatives","","",NA,"","","","","","","","","","2025-06-01",4e+05,2025-06-01
"Kamory Doumbia",781,"ml MLI","MF","Brest","fr Ligue 1",21,2003,30,13,1322,14.7,3,2,5,3,0,0,1,0,2.7,2.7,1.2,3.9,17,72,54,0.34,0.27,781,"ml MLI","MF,FW","fr Ligue 1",21,2003,14.7,3,22,10,45.5,1.5,0.68,0.14,0.3,16.7,1,0,0,2.7,2.7,0.13,0.3,0.3,781,"ml MLI","MF,FW","fr Ligue 1",21,2003,14.7,561,697,80.5,9267,2216,2,1.2,1.8,0.8,26,56,9,1,72,781,"ml MLI","MF,FW","fr Ligue 1",21,2003,14.7,697,631,60,20,7,2,48,3,27,12,15,0,561,6,10,781,"ml MLI","MF,FW","fr Ligue 1",21,2003,14.7,58,3.95,36,11,2,1,4,4,7,0.48,781,"ml MLI","MF,FW","fr Ligue 1",21,2003,14.7,41,29,17,17,7,31,45.2,17,17,1,16,28,69,13,1,781,"ml MLI","MF,FW","fr Ligue 1",21,2003,14.7,895,18,149,498,260,34,895,35,19,54.3,16,45.7,467,2254,1007,17,20,3,42,24,567,54,967,"ml MLI","MF,FW","fr Ligue 1",21,2003,30,1322,44,43.2,14.7,13,72,1,17,22,1,1.47,24,23,1,0.07,0.48,15.3,23.6,-8.4,-0.57,781,"ml MLI","MF,FW","fr Ligue 1",21,2003,14.7,1,0,0,17,22,1,48,28,29,0,0,0,87,10,22,31.3,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,671594,"kamory-doumbia","Kamory Doumbia (671594)","https://img.a.transfermarkt.technology/portrait/header/671594-1639672362.png","","2003-02-18","Bamako","Mali",170,"Mali","False","Midfield - Attacking Midfield","Midfield","right",3911,"Stade Brestois 29","2024-08-30","2029-06-30","","http://www.instagram.com/kamory_doumbia03/",7377,"BLACKSKILL","","",NA,"","","","","","","","","","2025-06-02",4e+06,2025-06-02
"Justin Bourgault",372,"fr FRA","DF","Brest","fr Ligue 1",18,2005,2,2,122,1.4,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,2,4,12,0.74,0.15,372,"fr FRA","DF","fr Ligue 1",18,2005,1.4,1,2,1,50,1.48,0.74,0.5,1,26.2,0,0,0,0.1,0.1,0.04,0.9,0.9,372,"fr FRA","DF","fr Ligue 1",18,2005,1.4,54,74,73,961,297,0,0.1,0.1,-0.1,1,5,1,1,4,372,"fr FRA","DF","fr Ligue 1",18,2005,1.4,74,64,9,0,0,0,4,9,0,0,0,0,54,1,2,372,"fr FRA","DF","fr Ligue 1",18,2005,1.4,2,1.49,2,0,0,0,0,0,1,0.74,372,"fr FRA","DF","fr Ligue 1",18,2005,1.4,2,1,1,1,0,0,NA,0,0,0,0,0,2,1,0,372,"fr FRA","DF","fr Ligue 1",18,2005,1.4,83,5,25,38,20,1,83,0,0,NA,0,NA,45,175,84,2,3,0,1,1,49,12,460,"fr FRA","DF","fr Ligue 1",18,2005,2,122,61,4,1.4,2,61,0,0,NA,3,2,3,2,1,0.74,0.98,1.9,1.8,0.1,0.1,372,"fr FRA","DF","fr Ligue 1",18,2005,1.4,0,0,0,1,1,0,4,0,1,0,0,0,11,1,2,33.3,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030153,"justin-bourgault","Justin Bourgault (1030153)","https://img.a.transfermarkt.technology/portrait/header/1030153-1727207548.png","","2005-09-14","Saint-Brieuc","France",185,"France","True","Defender - Left-Back","Defender","left",3911,"Stade Brestois 29","2025-01-24","2029-06-30","","",10800,"TILL I SHINE","","",NA,"","","","","","","","","","2025-06-02",8e+05,2025-06-02
"Junya Ito",1228,"jp JPN","FW","Reims","fr Ligue 1",31,1993,33,31,2690,29.9,4,3,7,4,0,0,1,0,4.6,4.6,7.1,11.7,100,133,256,0.23,0.39,1228,"jp JPN","FW,MF","fr Ligue 1",31,1993,29.9,4,31,11,35.5,1.04,0.37,0.13,0.36,13.7,0,0,0,4.6,4.6,0.15,-0.6,-0.6,1228,"jp JPN","FW,MF","fr Ligue 1",31,1993,29.9,811,1214,66.8,12385,4724,3,7.1,9.1,-4.1,82,69,67,28,133,1228,"jp JPN","FW,MF","fr Ligue 1",31,1993,29.9,1214,1048,160,44,7,6,234,19,92,27,52,0,811,6,40,1228,"jp JPN","FW,MF","fr Ligue 1",31,1993,29.9,129,4.32,82,31,9,5,1,1,9,0.3,1228,"jp JPN","FW,MF","fr Ligue 1",31,1993,29.9,45,30,19,16,10,60,28.3,43,33,3,30,13,58,15,2,1228,"jp JPN","FW,MF","fr Ligue 1",31,1993,29.9,1533,19,222,546,798,83,1533,110,47,42.7,56,50.9,837,5599,2986,100,74,25,85,39,1034,256,1517,"jp JPN","FW,MF","fr Ligue 1",31,1993,33,2690,82,87.9,29.9,31,84,18,2,36,0,1,31,40,-9,-0.3,0.92,31.2,51.1,-19.8,-0.66,1228,"jp JPN","FW,MF","fr Ligue 1",31,1993,29.9,1,0,0,14,34,10,234,13,30,0,0,0,135,17,28,37.8,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348791,"junya-ito","Junya Ito (348791)","https://img.a.transfermarkt.technology/portrait/header/348791-1723820780.png","伊東 純也","1993-03-09","Yokosuka, Kanagawa","Japan",176,"Japan","False","Attack - Right Winger","Attack","right",1184,"KRC Genk","2025-08-09","2028-06-30","Puma","http://www.instagram.com/1409junya/",2741,"IFM","","",NA,"","","","","","","","","","2025-06-02",6e+06,2025-06-02
